09/03/2017 10:34:36 AM	ryabuki	$E$28	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$29	27
09/03/2017 10:34:36 AM	ryabuki	$B$29	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$29	23/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$29	98
09/03/2017 10:34:36 AM	ryabuki	$E$29	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$30	28
09/03/2017 10:34:36 AM	ryabuki	$B$30	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$30	24/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$30	99
09/03/2017 10:34:36 AM	ryabuki	$E$30	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$31	29
09/03/2017 10:34:36 AM	ryabuki	$B$31	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$31	25/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$31	100
09/03/2017 10:34:36 AM	ryabuki	$E$31	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$32	30
09/03/2017 10:34:36 AM	ryabuki	$B$32	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$32	26/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$32	101
09/03/2017 10:34:36 AM	ryabuki	$E$32	1h 30mins
09/03/2017 10:35:06 AM	ryabuki	$A$22	
09/03/2017 10:35:06 AM	ryabuki	$B$22	
09/03/2017 10:35:06 AM	ryabuki	$C$22	
09/03/2017 10:35:06 AM	ryabuki	$D$22	
09/03/2017 10:35:06 AM	ryabuki	$E$22	
09/03/2017 10:35:22 AM	ryabuki	$A$22	stop
09/03/2017 10:42:50 AM	ryabuki	$H$5	sgd
09/03/2017 10:42:52 AM	ryabuki	$H$6	sgd
09/03/2017 10:42:53 AM	ryabuki	$H$7	gs
09/03/2017 10:42:56 AM	ryabuki	$H$8	sgd
09/03/2017 10:42:59 AM	ryabuki	$H$10	sgd
09/03/2017 10:47:13 AM	ryabuki	$C$3	04/05/2012
09/03/2017 10:47:13 AM	ryabuki	$C$4	20/07/2012
09/03/2017 10:47:13 AM	ryabuki	$C$5	23/03/2012
09/03/2017 10:47:13 AM	ryabuki	$C$6	09/11/2012
09/03/2017 10:47:13 AM	ryabuki	$C$7	14/12/2012
09/03/2017 10:47:13 AM	ryabuki	$C$8	16/11/2012
09/03/2017 10:47:13 AM	ryabuki	$C$9	03/07/2012
09/03/2017 10:47:13 AM	ryabuki	$C$10	29/06/2015
09/03/2017 10:47:13 AM	ryabuki	$C$11	22/06/2012
09/03/2017 10:47:13 AM	ryabuki	$C$12	29/06/2012
09/03/2017 10:47:13 AM	ryabuki	$C$13	08/06/2012
09/03/2017 10:47:13 AM	ryabuki	$C$14	02/03/2012
09/03/2017 10:47:13 AM	ryabuki	$C$15	02/11/2012
09/03/2017 10:47:13 AM	ryabuki	$C$16	09/11/2012
09/03/2017 10:47:13 AM	ryabuki	$C$17	29/10/2012
09/03/2017 10:47:13 AM	ryabuki	$C$18	13/12/2012
09/03/2017 10:47:13 AM	ryabuki	$C$19	31/10/2012
09/03/2017 10:47:13 AM	ryabuki	$C$20	02/05/2012
09/03/2017 10:47:13 AM	ryabuki	$C$21	15/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$23	17/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$24	18/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$25	19/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$26	20/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$27	21/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$28	22/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$29	23/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$30	24/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$31	25/11/2012
09/03/2017 10:48:35 AM	ryabuki	$C$32	26/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$23	17/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$24	18/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$25	19/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$26	20/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$27	21/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$28	22/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$29	23/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$30	24/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$31	25/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$32	26/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$23	17/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$24	18/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$25	19/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$26	20/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$27	21/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$28	22/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$29	23/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$30	24/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$31	25/11/2012
09/03/2017 10:48:38 AM	ryabuki	$C$32	26/11/2012
09/03/2017 10:49:06 AM	ryabuki	$H$15	
