07/03/2017 1:38:27 PM	ryabuki	$H$13	
07/03/2017 1:38:27 PM	ryabuki	$H$14	
07/03/2017 1:38:27 PM	ryabuki	$H$15	
07/03/2017 1:38:27 PM	ryabuki	$H$16	
07/03/2017 1:38:27 PM	ryabuki	$H$17	
07/03/2017 1:38:39 PM	ryabuki	$H$13	konosuba
07/03/2017 1:38:47 PM	ryabuki	$H$14	megumin
08/03/2017 12:23:39 PM	ryabuki	$G$2	
08/03/2017 12:23:39 PM	ryabuki	$G$4	Rick
08/03/2017 1:06:53 PM	ryabuki	$H$16	
08/03/2017 1:07:00 PM	ryabuki	$H$16	
08/03/2017 1:07:10 PM	ryabuki	$H$16	
08/03/2017 1:13:13 PM	ryabuki	$B$3	The Avengers
08/03/2017 1:13:53 PM	ryabuki	$D$23	hellojjjbjbbjbjbkjbkjbk
08/03/2017 1:13:58 PM	ryabuki	$D$23	
08/03/2017 2:14:44 PM	ryabuki	$E$3	
08/03/2017 2:14:44 PM	ryabuki	$E$4	
08/03/2017 2:14:44 PM	ryabuki	$E$5	
08/03/2017 2:14:44 PM	ryabuki	$E$6	
08/03/2017 2:14:44 PM	ryabuki	$E$7	
08/03/2017 2:14:44 PM	ryabuki	$E$8	
08/03/2017 2:14:44 PM	ryabuki	$E$9	
08/03/2017 2:14:44 PM	ryabuki	$E$10	
08/03/2017 2:14:44 PM	ryabuki	$E$11	
08/03/2017 2:14:44 PM	ryabuki	$E$12	
08/03/2017 2:14:44 PM	ryabuki	$E$13	
08/03/2017 2:14:44 PM	ryabuki	$E$14	
08/03/2017 2:14:44 PM	ryabuki	$E$15	
08/03/2017 2:14:44 PM	ryabuki	$E$16	
08/03/2017 2:14:44 PM	ryabuki	$E$17	
08/03/2017 2:14:44 PM	ryabuki	$E$18	
08/03/2017 2:14:44 PM	ryabuki	$E$19	
08/03/2017 2:14:44 PM	ryabuki	$E$20	
08/03/2017 2:14:44 PM	ryabuki	$E$21	
08/03/2017 2:25:42 PM	ryabuki	$F$3	2h 23mins
08/03/2017 2:25:42 PM	ryabuki	$G$3	
08/03/2017 2:25:42 PM	ryabuki	$F$4	2h 45mins
08/03/2017 2:25:42 PM	ryabuki	$G$4	
08/03/2017 2:25:42 PM	ryabuki	$F$5	2h 22mins
08/03/2017 2:25:42 PM	ryabuki	$G$5	
08/03/2017 2:25:42 PM	ryabuki	$F$6	2h 23mins
08/03/2017 2:25:42 PM	ryabuki	$G$6	
08/03/2017 2:25:42 PM	ryabuki	$F$7	2h 49mins
08/03/2017 2:25:42 PM	ryabuki	$G$7	
08/03/2017 2:25:42 PM	ryabuki	$F$8	1h 56mins
08/03/2017 2:25:42 PM	ryabuki	$G$8	
08/03/2017 2:25:42 PM	ryabuki	$F$9	2h 16mins
08/03/2017 2:25:42 PM	ryabuki	$G$9	
08/03/2017 2:25:42 PM	ryabuki	$F$10	2h 0mins
08/03/2017 2:25:42 PM	ryabuki	$G$10	
08/03/2017 2:25:42 PM	ryabuki	$F$11	1h 33mins
08/03/2017 2:25:42 PM	ryabuki	$G$11	
08/03/2017 2:25:42 PM	ryabuki	$F$12	1h 52mins
08/03/2017 2:25:42 PM	ryabuki	$G$12	
08/03/2017 2:25:42 PM	ryabuki	$F$13	1h 33mins
08/03/2017 2:25:42 PM	ryabuki	$G$13	
08/03/2017 2:25:42 PM	ryabuki	$F$14	1h 26mins
08/03/2017 2:25:42 PM	ryabuki	$G$14	
08/03/2017 2:25:42 PM	ryabuki	$F$15	1h 41mins
08/03/2017 2:25:42 PM	ryabuki	$G$15	
08/03/2017 2:25:42 PM	ryabuki	$F$16	2h 30mins
08/03/2017 2:25:42 PM	ryabuki	$G$16	
08/03/2017 2:25:42 PM	ryabuki	$F$17	1h 30mins
08/03/2017 2:25:42 PM	ryabuki	$G$17	
08/03/2017 2:25:42 PM	ryabuki	$F$18	2h 49mins
08/03/2017 2:25:42 PM	ryabuki	$G$18	
08/03/2017 2:25:42 PM	ryabuki	$F$19	2h 40mins
08/03/2017 2:25:42 PM	ryabuki	$G$19	
08/03/2017 2:25:42 PM	ryabuki	$F$20	1h 40mins
08/03/2017 2:25:42 PM	ryabuki	$G$20	
08/03/2017 2:25:42 PM	ryabuki	$F$21	1h 30mins
08/03/2017 2:25:42 PM	ryabuki	$G$21	
08/03/2017 2:25:55 PM	ryabuki	$F$3	
08/03/2017 2:25:55 PM	ryabuki	$F$4	
08/03/2017 2:25:55 PM	ryabuki	$F$5	
08/03/2017 2:25:55 PM	ryabuki	$F$6	
08/03/2017 2:25:55 PM	ryabuki	$F$7	
08/03/2017 2:25:55 PM	ryabuki	$F$8	
08/03/2017 2:25:55 PM	ryabuki	$F$9	
08/03/2017 2:25:55 PM	ryabuki	$F$10	
08/03/2017 2:25:55 PM	ryabuki	$F$11	
08/03/2017 2:25:55 PM	ryabuki	$F$12	
08/03/2017 2:25:55 PM	ryabuki	$F$13	
08/03/2017 2:25:55 PM	ryabuki	$F$14	
08/03/2017 2:25:55 PM	ryabuki	$F$15	
08/03/2017 2:25:55 PM	ryabuki	$F$16	
08/03/2017 2:25:55 PM	ryabuki	$F$17	
08/03/2017 2:25:55 PM	ryabuki	$F$18	
08/03/2017 2:25:55 PM	ryabuki	$F$19	
08/03/2017 2:25:55 PM	ryabuki	$F$20	
08/03/2017 2:25:55 PM	ryabuki	$F$21	
08/03/2017 2:26:12 PM	ryabuki	$E$3	2h 23mins
08/03/2017 2:26:12 PM	ryabuki	$F$3	
08/03/2017 2:26:12 PM	ryabuki	$E$4	2h 45mins
08/03/2017 2:26:12 PM	ryabuki	$F$4	
08/03/2017 2:26:12 PM	ryabuki	$E$5	2h 22mins
08/03/2017 2:26:12 PM	ryabuki	$F$5	
08/03/2017 2:26:12 PM	ryabuki	$E$6	2h 23mins
08/03/2017 2:26:12 PM	ryabuki	$F$6	
08/03/2017 2:26:12 PM	ryabuki	$E$7	2h 49mins
08/03/2017 2:26:12 PM	ryabuki	$F$7	
08/03/2017 2:26:12 PM	ryabuki	$E$8	1h 56mins
08/03/2017 2:26:12 PM	ryabuki	$F$8	
08/03/2017 2:26:12 PM	ryabuki	$E$9	2h 16mins
08/03/2017 2:26:12 PM	ryabuki	$F$9	
08/03/2017 2:26:12 PM	ryabuki	$E$10	2h 0mins
08/03/2017 2:26:12 PM	ryabuki	$F$10	
08/03/2017 2:26:12 PM	ryabuki	$E$11	1h 33mins
08/03/2017 2:26:12 PM	ryabuki	$F$11	
08/03/2017 2:26:12 PM	ryabuki	$E$12	1h 52mins
08/03/2017 2:26:12 PM	ryabuki	$F$12	
08/03/2017 2:26:12 PM	ryabuki	$E$13	1h 33mins
08/03/2017 2:26:12 PM	ryabuki	$F$13	
08/03/2017 2:26:12 PM	ryabuki	$E$14	1h 26mins
08/03/2017 2:26:12 PM	ryabuki	$F$14	
08/03/2017 2:26:12 PM	ryabuki	$E$15	1h 41mins
08/03/2017 2:26:12 PM	ryabuki	$F$15	
08/03/2017 2:26:12 PM	ryabuki	$E$16	2h 30mins
08/03/2017 2:26:12 PM	ryabuki	$F$16	
08/03/2017 2:26:12 PM	ryabuki	$E$17	1h 30mins
08/03/2017 2:26:12 PM	ryabuki	$F$17	
08/03/2017 2:26:12 PM	ryabuki	$E$18	2h 49mins
08/03/2017 2:26:12 PM	ryabuki	$F$18	
08/03/2017 2:26:12 PM	ryabuki	$E$19	2h 40mins
08/03/2017 2:26:12 PM	ryabuki	$F$19	
08/03/2017 2:26:12 PM	ryabuki	$E$20	1h 40mins
08/03/2017 2:26:12 PM	ryabuki	$F$20	
08/03/2017 2:26:12 PM	ryabuki	$E$21	1h 30mins
08/03/2017 2:26:12 PM	ryabuki	$F$21	
08/03/2017 2:46:20 PM	ryabuki	$B$3	The Avengers
08/03/2017 2:46:37 PM	ryabuki	$B$22	
08/03/2017 2:52:59 PM	ryabuki	$F$4	
08/03/2017 2:52:59 PM	ryabuki	$F$5	
08/03/2017 2:52:59 PM	ryabuki	$F$6	
08/03/2017 2:52:59 PM	ryabuki	$F$7	
08/03/2017 2:52:59 PM	ryabuki	$F$8	
08/03/2017 2:53:21 PM	ryabuki	$F$3	
08/03/2017 2:53:21 PM	ryabuki	$F$4	
08/03/2017 2:53:21 PM	ryabuki	$F$5	
08/03/2017 2:53:21 PM	ryabuki	$F$6	
08/03/2017 2:53:21 PM	ryabuki	$F$7	
08/03/2017 2:53:21 PM	ryabuki	$F$8	
08/03/2017 2:53:21 PM	ryabuki	$F$9	
08/03/2017 2:53:51 PM	ryabuki	$F$5	
08/03/2017 2:53:58 PM	ryabuki	$F$3	2
08/03/2017 2:53:58 PM	ryabuki	$F$4	2
08/03/2017 2:53:58 PM	ryabuki	$F$5	2
08/03/2017 2:53:58 PM	ryabuki	$F$6	2
08/03/2017 2:53:58 PM	ryabuki	$F$7	2
08/03/2017 2:53:58 PM	ryabuki	$F$8	2
08/03/2017 2:53:58 PM	ryabuki	$F$9	2
08/03/2017 2:53:58 PM	ryabuki	$F$10	2
08/03/2017 2:53:58 PM	ryabuki	$F$11	2
08/03/2017 2:53:58 PM	ryabuki	$F$12	2
08/03/2017 2:53:58 PM	ryabuki	$F$13	2
08/03/2017 2:53:58 PM	ryabuki	$F$14	2
08/03/2017 2:54:01 PM	ryabuki	$F$3	
08/03/2017 2:54:01 PM	ryabuki	$F$4	
08/03/2017 2:54:01 PM	ryabuki	$F$5	
08/03/2017 2:54:01 PM	ryabuki	$F$6	
08/03/2017 2:54:01 PM	ryabuki	$F$7	
08/03/2017 2:54:01 PM	ryabuki	$F$8	
08/03/2017 2:54:01 PM	ryabuki	$F$9	
08/03/2017 2:54:01 PM	ryabuki	$F$10	
08/03/2017 2:54:01 PM	ryabuki	$F$11	
08/03/2017 2:54:01 PM	ryabuki	$F$12	
08/03/2017 2:54:01 PM	ryabuki	$F$13	
08/03/2017 2:54:01 PM	ryabuki	$F$14	
08/03/2017 2:54:08 PM	ryabuki	$F$3	2
08/03/2017 2:54:14 PM	ryabuki	$F$3	
08/03/2017 2:54:35 PM	ryabuki	$F$3	
08/03/2017 2:54:35 PM	ryabuki	$F$4	
08/03/2017 2:54:35 PM	ryabuki	$F$5	
08/03/2017 2:54:35 PM	ryabuki	$F$6	
08/03/2017 2:54:35 PM	ryabuki	$F$7	
08/03/2017 2:54:35 PM	ryabuki	$F$8	
08/03/2017 2:54:35 PM	ryabuki	$F$9	
08/03/2017 2:54:35 PM	ryabuki	$F$10	
08/03/2017 2:54:35 PM	ryabuki	$F$11	
08/03/2017 2:54:35 PM	ryabuki	$F$12	
08/03/2017 2:54:35 PM	ryabuki	$F$13	
08/03/2017 2:54:35 PM	ryabuki	$F$14	
08/03/2017 2:54:35 PM	ryabuki	$F$15	
08/03/2017 2:54:35 PM	ryabuki	$F$16	
09/03/2017 10:34:36 AM	ryabuki	$A$22	20
09/03/2017 10:34:36 AM	ryabuki	$B$22	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$22	16/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$22	91
09/03/2017 10:34:36 AM	ryabuki	$E$22	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$23	21
09/03/2017 10:34:36 AM	ryabuki	$B$23	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$23	17/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$23	92
09/03/2017 10:34:36 AM	ryabuki	$E$23	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$24	22
09/03/2017 10:34:36 AM	ryabuki	$B$24	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$24	18/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$24	93
09/03/2017 10:34:36 AM	ryabuki	$E$24	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$25	23
09/03/2017 10:34:36 AM	ryabuki	$B$25	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$25	19/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$25	94
09/03/2017 10:34:36 AM	ryabuki	$E$25	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$26	24
09/03/2017 10:34:36 AM	ryabuki	$B$26	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$26	20/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$26	95
09/03/2017 10:34:36 AM	ryabuki	$E$26	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$27	25
09/03/2017 10:34:36 AM	ryabuki	$B$27	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$27	21/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$27	96
09/03/2017 10:34:36 AM	ryabuki	$E$27	1h 30mins
09/03/2017 10:34:36 AM	ryabuki	$A$28	26
09/03/2017 10:34:36 AM	ryabuki	$B$28	Pokemon
09/03/2017 10:34:36 AM	ryabuki	$C$28	22/11/2012
09/03/2017 10:34:36 AM	ryabuki	$D$28	97
